title,location,price,bedrooms,bathrooms,toilets,property_type,url
Newly Built 4 Luxury 4 Bedrooms Fully Detached Duplex,"Banana Island, Ikoyi, Lagos","$150,000 per annum 
approx. ₦213,159,057",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/banana-island/3083867-newly-built-4-luxury-4-bedrooms-fully-detached-duplex
Luxury Furnished 3 Bedroom Semi Detached Duplex,"Banana Island, Ikoyi, Lagos","₦80,000,000 per annum",3,3,4,3 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/banana-island/3086150-luxury-furnished-3-bedroom-semi-detached-duplex
3 Bedrooms Terraced Duplex,"Banana Island, Ikoyi, Lagos","₦40,000,000 per annum",3,4,5,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3008850-3-bedrooms-terraced-duplex
Spacious 4-bedroom With Bq Terrace,"Banana Island, Ikoyi, Lagos","₦60,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3081084-spacious-4-bedroom-with-bq-terrace
Spacious 4 Bedroom Terrace Duplex With Bq,"Banana Island, Ikoyi, Lagos","₦50,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3085829-spacious-4-bedroom-terrace-duplex-with-bq
Land,"Banana Island, Ikoyi, Lagos","₦80,000,000 per month",0,0,0,Commercial land for rent,https://nigeriapropertycentre.com/for-rent/land/commercial-land/lagos/ikoyi/banana-island/3068571-land
3 Bedroom Flat With Bq,"Banana Island, Ikoyi, Lagos","₦120,000,000 per annum",3,3,3,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/2865049-3-bedroom-flat-with-bq
Spacious 4 Bedroom Apartment,"Banana Island, Ikoyi, Lagos","₦65,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3037875-spacious-4-bedroom-apartment
Executive 3 Bedrooms Luxury Home,"Banana Island, Ikoyi, Lagos","₦50,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/2997909-executive-3-bedrooms-luxury-home
3 Bedroom Apartment With One Room Bq,"Banana Island, Ikoyi, Lagos","₦65,000,000 per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3046555-3-bedroom-apartment-with-one-room-bq
Luxurious 3 Bedroom Apartment,"Banana Island, Ikoyi, Lagos","₦60,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3043809-luxurious-3-bedroom-apartment
Newly Built 4 Bedroom Flat With Fitted Kitchen In High Rise,"Banana Island, Ikoyi, Lagos","₦40,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/2977159-newly-built-4-bedroom-flat-with-fitted-kitchen-in-high-rise
"Luxury 4  Bedroom Flat With Bq,swimming Pool And Gym","Banana Island, Ikoyi, Lagos","₦65,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/2471128-luxury-4-bedroom-flat-with-bqswimming-pool-and-gym
Lovely 3 Bedroom Apartment,"Banana Island, Ikoyi, Lagos","₦42,500,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3058246-lovely-3-bedroom-apartment
Luxury Serviced Flat,"Ocean Parade Towers, Banana Island, Ikoyi, Lagos","₦60,000,000 per annum",4,5,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3059071-luxury-serviced-flat
Luxury 4 Bedrooms Maisonette,"Banana Island, Ikoyi, Lagos","₦60,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3059430-luxury-4-bedrooms-maisonette
Luxury 5 Bedroom Semi Detached House With Bq,"Banana Island, Ikoyi, Lagos","₦90,000,000 per annum",5,0,0,5 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/banana-island/3033175-luxury-5-bedroom-semi-detached-house-with-bq
Luxury 3 Bedroom Apartment Plus 1 Room Bq,"Banana Island, Ikoyi, Lagos","₦65,000,000 per annum",3,0,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/banana-island/3033732-luxury-3-bedroom-apartment-plus-1-room-bq
Superlatively Finished 4 Bedroom Luxury Home With Swimming Pool,"Banana Island, Ikoyi, Lagos","₦110,000,000 per annum",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/banana-island/2924163-superlatively-finished-4-bedroom-luxury-home-with-swimming-pool
5 Bedrooms Mansionnate Duplex With Swimming Pool,"Banana Island, Ikoyi, Lagos","₦80,000,000 per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/banana-island/3034897-5-bedrooms-mansionnate-duplex-with-swimming-pool
4 Bedroom Semi Detached Duplex With Swimming Pool,"Banana Island, Ikoyi, Lagos","₦60,000,000 per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/banana-island/3012318-4-bedroom-semi-detached-duplex-with-swimming-pool
4 Bedroom Semi Detached Duplex,"Banana Island, Banana Island, Ikoyi, Lagos","₦60,000,000 per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/banana-island/3014640-4-bedroom-semi-detached-duplex
Spacious Serviced 4 Bedrooms Semi Detached Duplex + 2 Bq,"Banana Island, Ikoyi, Lagos","₦60,000,000 per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/banana-island/3049031-spacious-serviced-4-bedrooms-semi-detached-duplex-2-bq
A Luxurious 3 Bedroom Terraced Duplex With Bq,"Banana Island, Ikoyi, Lagos","₦38,000,000 per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/2635726-a-luxurious-3-bedroom-terraced-duplex-with-bq
1068 Sqm Mixed Use Land,"Banana Island, Ikoyi, Lagos","₦80,000,000 per annum",0,0,0,Mixed-use land for rent,https://nigeriapropertycentre.com/for-rent/land/mixed-use-land/lagos/ikoyi/banana-island/3041591-1068-sqm-mixed-use-land
Mixed Use Land Measuring 1068sqm,"Banana Island, Ikoyi, Lagos","₦80,000,000 per annum",0,0,0,Mixed-use land for rent,https://nigeriapropertycentre.com/for-rent/land/mixed-use-land/lagos/ikoyi/banana-island/3045897-mixed-use-land-measuring-1068sqm
4 Bedrooms,"1st Avenue, Banana Island, Ikoyi, Lagos","₦90,000,000 per annum",4,0,0,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3002579-4-bedrooms
2 Bedroom Maisonette,"Banana Island, Ikoyi, Lagos","₦40,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3010790-2-bedroom-maisonette
"Waterfront 2 Bedroom Apartment With Gym, Swimming Pool & Jetty","Banana Island, Ikoyi, Lagos","₦45,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3010785-waterfront-2-bedroom-apartment-with-gym-swimming-pool-jetty
"Luxury Newly Built 4 Bedroom Apartment With Bq, Pool And Gym","Banana Island, Ikoyi, Lagos","₦45,000,000 per annum",4,5,6,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3014606-luxury-newly-built-4-bedroom-apartment-with-bq-pool-and-gym
Furnished 3 Bedroom Apartment + Bq+pool,"Banana Island, Ikoyi, Lagos","₦49,999,999 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/2899352-furnished-3-bedroom-apartment-bqpool
Newly Built And Luxurious 3 Bedroom Apartment,"Banana Island, Ikoyi, Lagos","$50,000 per annum 
approx. ₦71,053,019",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3018335-newly-built-and-luxurious-3-bedroom-apartment
Exquisitely Finished And Spacious 3 Bedroom Apartment,"Banana Island, Ikoyi, Lagos","₦45,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3018364-exquisitely-finished-and-spacious-3-bedroom-apartment
Fully Furnished & Serviced 3 Bedrooms Apartment With A Bq,"Banana Island, Ikoyi, Lagos","₦25,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/2982405-fully-furnished-serviced-3-bedrooms-apartment-with-a-bq
Luxury Newly Finished Four Bedroom Apartment,"Banana Island, Ikoyi, Lagos","₦60,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3026805-luxury-newly-finished-four-bedroom-apartment
Tastefully Furnished 3-bedroom Flat,"Banana Island, Ikoyi, Lagos","₦60,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/2898132-tastefully-furnished-3-bedroom-flat
4 Bedroom Detached House With 2 Room Boys Quarters,"Banana Island, Ikoyi, Lagos","₦120,000,000 per annum",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/banana-island/2920114-4-bedroom-detached-house-with-2-room-boys-quarters
5 Bedroom All Ensuite Duplex,"Banana Island, Ikoyi, Lagos","$180,000 per annum 
approx. ₦255,790,868",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/banana-island/3024601-5-bedroom-all-ensuite-duplex
Nicely Furnished 1 Bedroom Apartment,"Shoreline Estate, Banana Island, Ikoyi, Lagos","₦12,000,000 per annum",1,1,1,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ikoyi/banana-island/2963757-nicely-furnished-1-bedroom-apartment
4 Bedroom Semi Detached Duplex,"Banana Island, Ikoyi, Lagos","₦60,000,000 per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/banana-island/3027626-4-bedroom-semi-detached-duplex
Luxury 3 Bedroom Terrace Duplex,"Banana Island, Ikoyi, Lagos","₦37,000,000 per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3008149-luxury-3-bedroom-terrace-duplex
3 Bedroom Terrace Duplex,"Banana Island, Ikoyi, Banana Island, Ikoyi, Lagos","₦40,000,000 per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/2909434-3-bedroom-terrace-duplex
"Luxury 5 Bedroom Terrace Duplex With Elevator, Swimming Pool And Gym","Banana Island, Ikoyi, Lagos","₦169,000,000 per annum",5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3011975-luxury-5-bedroom-terrace-duplex-with-elevator-swimming-pool-and-gym
Luxury Furnished And Serviced 5 Bedroom Maisonette With 2 Rooms Bq,"Banana Island, Ikoyi, Lagos","₦60,000,000 per annum",5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/2657164-luxury-furnished-and-serviced-5-bedroom-maisonette-with-2-rooms-bq
Prime 1068sqm Land,"Banana Island, Ikoyi, Lagos","₦80,000,000 per annum",0,0,0,Commercial land for rent,https://nigeriapropertycentre.com/for-rent/land/commercial-land/lagos/ikoyi/banana-island/3015920-prime-1068sqm-land
Luxurious 4 Bedrooms Penthouse + Bq With Excellent Facilities,"Banana Island, Ikoyi, Lagos","₦50,000,000",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3010062-luxurious-4-bedrooms-penthouse-bq-with-excellent-facilities
A Very Spacious 4 Bedroom Duplex,"Parkview Estate, Parkview, Ikoyi, Lagos","₦35,000,000 per annum",4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/parkview/3286837-a-very-spacious-4-bedroom-duplex
2 Bedrooms Apartment,"Parkview, Ikoyi, Lagos","₦15,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/parkview/3157933-2-bedrooms-apartment
Luxury Furnished 2 Bedroom Massionette Duplex,"Osborne 2, Osborne, Ikoyi, Lagos","₦28,000,000 per annum",2,3,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/osborne/3286874-luxury-furnished-2-bedroom-massionette-duplex
2-bedroom Apartments,"Old Ikoyi, Ikoyi, Lagos","₦4,000,000 per month",2,0,0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3286074-2-bedroom-apartments
Luxury Furnished 3 Bedroom Apartment,"Old Ikoyi, Ikoyi, Lagos","₦55,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3286122-luxury-furnished-3-bedroom-apartment
"7units Of 3bedroom Apartments With Swimming Pool,gym, Elevator,etc","Abacha, Old Ikoyi, Ikoyi, Lagos","₦200,000,000 per annum",3,3,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3286169-7units-of-3bedroom-apartments-with-swimming-poolgym-elevatoretc
Luxury And Fully Serviced 5 Bedroom Fully Detached Duplex With 2 Rooms,"Old Ikoyi, Ikoyi, Lagos","₦120,000,000 per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/old-ikoyi/3286303-luxury-and-fully-serviced-5-bedroom-fully-detached-duplex-with-2-rooms
Lovely 3 Bedroom Apartment With Maids Room + Swimming Pool & Gym,"Old Ikoyi, Ikoyi, Lagos","₦35,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3264854-lovely-3-bedroom-apartment-with-maids-room-swimming-pool-gym
Luxury Fully Serviced 1 Bedroom Apartments,"Close To Banana Island, Ikoyi, Lagos","₦15,000,000 per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ikoyi/3286012-luxury-fully-serviced-1-bedroom-apartments
5 Bedroom Semidetached Duplex,"Ikoyi, Lagos","₦100,000,000 per annum",5,5,6,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/3285759-5-bedroom-semidetached-duplex
Newly Built 2 Bedroom Flat,"Ikoyi, Lagos","₦8,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3286202-newly-built-2-bedroom-flat
Luxury 5 Bedroom Semi Detached With Excellent Facility,"Banana Island, Ikoyi, Lagos","₦100,000,000 per annum",5,5,6,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/3286654-luxury-5-bedroom-semi-detached-with-excellent-facility
Luxury 3 Bedroom Apartment With Excellent Facilities,"Mojisola, Banana Island Road, Ikoyi, Lagos","₦55,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3172488-luxury-3-bedroom-apartment-with-excellent-facilities
Newly Built 3 Bedroom Apartment,"Off Awolowo Road, Ikoyi, Lagos","₦30,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3285997-newly-built-3-bedroom-apartment
A 5 Bedroom Fully Detached Duplex,"Ikoyi, Lagos","₦150,000,000 per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/3286828-a-5-bedroom-fully-detached-duplex
Luxurious Waterfront 3 Bedroom Apartments With Bq,"Off Awolowo Road, Ikoyi, Lagos","₦37,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3241981-luxurious-waterfront-3-bedroom-apartments-with-bq
Luxury Sweet 5 Bedroom Terrace Home With 3 Living Room Spaces,"Burdillon Road, Ikoyi, Lagos","₦40,000,000 per annum",5,6,6,5 bedroom terraced bungalow for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-bungalows/lagos/ikoyi/3286898-luxury-sweet-5-bedroom-terrace-home-with-3-living-room-spaces
Spaciou 4 Bedrom Duplex Terrace Duplex With Bq With Two Sitting Rooms,"Osborne, Ikoyi, Lagos","₦25,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/osborne/3206352-spaciou-4-bedrom-duplex-terrace-duplex-with-bq-with-two-sitting-rooms
"Fully Furnished & Serviced 3 Bedroom Apartment + Bq, Swimming Pool","Old Ikoyi, Ikoyi, Lagos","₦60,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3284822-fully-furnished-serviced-3-bedroom-apartment-bq-swimming-pool
Fully Serviced 4 Bedroom Apartment,"Old Ikoyi, Ikoyi, Lagos","₦80,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3285292-fully-serviced-4-bedroom-apartment
Luxury 1 Bedroom Apartment With Excellent Facility,"Ikoyi, Lagos","₦15,000,000 per annum",1,1,1,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ikoyi/3284719-luxury-1-bedroom-apartment-with-excellent-facility
5 Unit Of 4 Bedroom Terrace Duplex,"Banana Island Estate, Ikoyi, Lagos","₦75,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3284762-5-unit-of-4-bedroom-terrace-duplex
Brand New 2 Bedroom Luxury Apartment,"Ikoyi, Lagos","₦8,000,000 per annum",2,3,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3284802-brand-new-2-bedroom-luxury-apartment
5 Bedroom Terraced Duplex With Bq And Swimming Pool,"Ikoyi, Lagos","₦80,000,000 per annum",5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3284852-5-bedroom-terraced-duplex-with-bq-and-swimming-pool
4 Bedroom Terraced Duplex With Bq And Swimming Pool,"Ikoyi, Lagos","₦70,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3284871-4-bedroom-terraced-duplex-with-bq-and-swimming-pool
Fully Furnished Luxury Serviced 3 Bedroom Apartment With Pool & Bq,"Ikoyi, Lagos","₦60,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3284887-fully-furnished-luxury-serviced-3-bedroom-apartment-with-pool-bq
A Sharp Fully Serviced Mini-flat Video Is Available,"Gerald, Ikoyi, Lagos","₦10,000,000",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ikoyi/3285074-a-sharp-fully-serviced-mini-flat-video-is-available
Cozy 4 Bedroom Terraced Duplex With Bq,"Ikoyi, Lagos","₦75,000,000 per annum",4,0,0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3285167-cozy-4-bedroom-terraced-duplex-with-bq
Luxury 4-bedroom Duplex With Bq Gym And Pool,"Ikoyi, Lagos","₦20,000,000 per annum",4,0,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/3285244-luxury-4-bedroom-duplex-with-bq-gym-and-pool
Fully Service 3 Bedroom Apartment,"Ikoyi, Lagos","₦20,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3285272-fully-service-3-bedroom-apartment
"Spacious Self Gated, Semi Detached 5 Bedroom Duplex","Banana Island, Ikoyi, Lagos","₦100,000,000 per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/3285380-spacious-self-gated-semi-detached-5-bedroom-duplex
Luxury 4 Bedroom Maisonettes,"Banana Island Road, Ikoyi, Lagos","₦80,000,000 per annum",4,5,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3202866-luxury-4-bedroom-maisonettes
5 Unit's Of 4 Bedroom Terrace Duplex With Bq,"Ikoyi, Lagos","₦75,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3284348-5-units-of-4-bedroom-terrace-duplex-with-bq
(6) Bedroom Semi Detached House With A Massive Sitting Room,"Ikoyi, Lagos","₦50,000,000 per annum",6,6,7,6 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/3285811-6-bedroom-semi-detached-house-with-a-massive-sitting-room
3 Bedroom Apartment,"Parkview, Ikoyi, Lagos","₦108,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/parkview/3202722-3-bedroom-apartment
5 Bedroom Detached Duplex With 2 Bedroom Chalet And 2 Bq,"Parkview, Ikoyi, Lagos","₦150,000,000 per annum",5,6,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/parkview/3284045-5-bedroom-detached-duplex-with-2-bedroom-chalet-and-2-bq
7 Bedroom Detached Duplex,"Parkview, Ikoyi, Lagos","₦60,000,000 per annum",7,7,88,7 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/parkview/3284361-7-bedroom-detached-duplex
Luxurious Waterfront 2-bedroom Apartment With Lagoon Front,"Old Ikoyi, Ikoyi, Lagos","₦30,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3283662-luxurious-waterfront-2-bedroom-apartment-with-lagoon-front
Luxurious Waterfront 1-bedroom Apartment With Pool,"Old Ikoyi, Ikoyi, Lagos","₦25,000,000 per annum",1,1,2,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3283702-luxurious-waterfront-1-bedroom-apartment-with-pool
"Beautiful And Luxury 2 Bedroom Apartment, Fully Furnished And Serviced","Old Ikoyi, Ikoyi, Lagos","₦30,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3254290-beautiful-and-luxury-2-bedroom-apartment-fully-furnished-and-serviced
Serviced Apartments- Ikoyi,"Old Ikoyi, Ikoyi, Lagos","₦35,000,000 per annum",1,1,2,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3283575-serviced-apartments-ikoyi
"Clean Office Space With Toilet, Kitchen In Cameron Road, Old Ikoyi Lag","Cameron Road, Old Ikoyi, Ikoyi, Lagos","₦4,500,000 per annum",0,0,1,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/ikoyi/old-ikoyi/3030833-clean-office-space-with-toilet-kitchen-in-cameron-road-old-ikoyi-lag
Fully Service 4 Bedrooms Maisonette Apartment With Bq,"Old Ikoyi, Ikoyi, Lagos","₦80,000,000 per annum",4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/old-ikoyi/3284114-fully-service-4-bedrooms-maisonette-apartment-with-bq
Spacious 4 Bedrooms Terraced Duplex With A Room Bq,"Old Ikoyi, Ikoyi, Lagos","₦50,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3284134-spacious-4-bedrooms-terraced-duplex-with-a-room-bq
Fully Serviced 4-bedroom Semi-detached With A Swimming Pool,"Old Ikoyi, Ikoyi, Lagos","₦20,000,000 per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/old-ikoyi/3284377-fully-serviced-4-bedroom-semi-detached-with-a-swimming-pool
Fully Serviced 3 Bedroom Apartment,"Old Ikoyi, Ikoyi, Lagos","₦45,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3274821-fully-serviced-3-bedroom-apartment
Luxury 3 Bedroom Apartment,"Ikoyi, Lagos","₦35,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3283902-luxury-3-bedroom-apartment
Service 2 Bedroom Apartment,"Off Awolowo Road, Ikoyi, Lagos","₦17,000,000 per annum",3,3,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3284082-service-2-bedroom-apartment
